valid,train,ood
0.6700000166893005,0.7749999761581421,0.7099999785423279
0.6499999761581421,0.7649999856948853,0.6100000143051147
0.75,0.9150000214576721,0.7900000214576721
0.7799999713897705,0.8799999952316284,0.7599999904632568
0.75,0.8999999761581421,0.6399999856948853
0.7699999809265137,0.9850000143051147,0.8299999833106995
0.7699999809265137,0.949999988079071,0.7200000286102295
0.699999988079071,0.8500000238418579,0.7599999904632568
0.8100000023841858,0.9950000047683716,0.8500000238418579
0.7900000214576721,0.9950000047683716,0.8299999833106995
