valid,train,ood
0.7900000214576721,0.8379999995231628,0.9300000071525574
0.6800000071525574,0.7620000243186951,0.6000000238418579
0.8399999737739563,0.9020000100135803,0.7900000214576721
0.8899999856948853,0.9589999914169312,0.8600000143051147
0.8799999952316284,0.9459999799728394,0.8199999928474426
0.8700000047683716,0.9710000157356262,0.8299999833106995
0.8899999856948853,0.9670000076293945,0.8199999928474426
0.8999999761581421,0.9869999885559082,0.8899999856948853
0.8799999952316284,0.9639999866485596,0.9399999976158142
0.8799999952316284,0.9869999885559082,0.8999999761581421
