train,valid,ood
8.279999999999999716e+01,7.700000000000000000e+01,9.200000000000000000e+01
8.229999999999999716e+01,7.700000000000000000e+01,8.600000000000000000e+01
8.320000000000000284e+01,8.200000000000000000e+01,8.500000000000000000e+01
8.359999999999999432e+01,7.700000000000000000e+01,8.600000000000000000e+01
8.509999999999999432e+01,8.200000000000000000e+01,8.700000000000000000e+01
8.320000000000000284e+01,8.000000000000000000e+01,8.300000000000000000e+01
8.529999999999999716e+01,8.000000000000000000e+01,7.900000000000000000e+01
8.329999999999999716e+01,7.900000000000000000e+01,8.500000000000000000e+01
8.450000000000000000e+01,7.600000000000000000e+01,8.000000000000000000e+01
8.409999999999999432e+01,8.100000000000000000e+01,8.200000000000000000e+01
8.370000000000000284e+01,8.400000000000000000e+01,8.200000000000000000e+01
8.229999999999999716e+01,7.400000000000000000e+01,8.100000000000000000e+01
8.219999999999998863e+01,7.900000000000000000e+01,7.900000000000000000e+01
8.479999999999999716e+01,7.800000000000000000e+01,8.300000000000000000e+01
8.400000000000000000e+01,7.700000000000000000e+01,8.600000000000000000e+01
8.500000000000000000e+01,8.400000000000000000e+01,8.500000000000000000e+01
8.420000000000000284e+01,8.300000000000000000e+01,8.100000000000000000e+01
8.289999999999999147e+01,7.800000000000000000e+01,8.300000000000000000e+01
8.459999999999999432e+01,8.100000000000000000e+01,8.600000000000000000e+01
8.259999999999999432e+01,7.500000000000000000e+01,8.300000000000000000e+01
8.479999999999999716e+01,7.900000000000000000e+01,8.400000000000000000e+01
8.439999999999999147e+01,8.300000000000000000e+01,8.400000000000000000e+01
8.350000000000000000e+01,7.700000000000000000e+01,8.200000000000000000e+01
8.459999999999999432e+01,8.100000000000000000e+01,8.700000000000000000e+01
8.429999999999999716e+01,8.100000000000000000e+01,8.500000000000000000e+01
8.479999999999999716e+01,7.700000000000000000e+01,8.100000000000000000e+01
8.409999999999999432e+01,8.300000000000000000e+01,8.600000000000000000e+01
8.309999999999999432e+01,8.000000000000000000e+01,8.500000000000000000e+01
8.429999999999999716e+01,7.800000000000000000e+01,8.300000000000000000e+01
8.429999999999999716e+01,8.000000000000000000e+01,8.600000000000000000e+01
8.559999999999999432e+01,7.800000000000000000e+01,8.400000000000000000e+01
8.300000000000000000e+01,8.300000000000000000e+01,8.600000000000000000e+01
8.539999999999999147e+01,7.500000000000000000e+01,8.500000000000000000e+01
8.529999999999999716e+01,7.800000000000000000e+01,8.200000000000000000e+01
8.500000000000000000e+01,8.100000000000000000e+01,8.300000000000000000e+01
8.509999999999999432e+01,8.000000000000000000e+01,8.400000000000000000e+01
8.500000000000000000e+01,7.900000000000000000e+01,8.700000000000000000e+01
8.479999999999999716e+01,7.500000000000000000e+01,7.900000000000000000e+01
8.629999999999999716e+01,8.000000000000000000e+01,8.300000000000000000e+01
8.489999999999999147e+01,8.100000000000000000e+01,8.500000000000000000e+01
8.600000000000000000e+01,7.900000000000000000e+01,8.100000000000000000e+01
8.590000000000000568e+01,8.100000000000000000e+01,8.900000000000000000e+01
8.479999999999999716e+01,8.300000000000000000e+01,8.200000000000000000e+01
8.450000000000000000e+01,7.700000000000000000e+01,8.700000000000000000e+01
8.559999999999999432e+01,8.000000000000000000e+01,8.800000000000000000e+01
8.429999999999999716e+01,7.900000000000000000e+01,8.500000000000000000e+01
8.470000000000000284e+01,8.100000000000000000e+01,8.400000000000000000e+01
8.550000000000000000e+01,8.100000000000000000e+01,9.000000000000000000e+01
8.590000000000000568e+01,7.900000000000000000e+01,8.100000000000000000e+01
7.960000000000000853e+01,7.600000000000000000e+01,8.200000000000000000e+01
8.459999999999999432e+01,7.900000000000000000e+01,8.900000000000000000e+01
8.539999999999999147e+01,8.100000000000000000e+01,8.700000000000000000e+01
8.559999999999999432e+01,8.200000000000000000e+01,8.500000000000000000e+01
8.600000000000000000e+01,8.200000000000000000e+01,8.400000000000000000e+01
8.339999999999999147e+01,8.000000000000000000e+01,8.500000000000000000e+01
8.529999999999999716e+01,7.600000000000000000e+01,8.200000000000000000e+01
8.529999999999999716e+01,8.400000000000000000e+01,8.900000000000000000e+01
8.600000000000000000e+01,8.100000000000000000e+01,8.000000000000000000e+01
8.640000000000000568e+01,8.100000000000000000e+01,8.300000000000000000e+01
8.629999999999999716e+01,8.100000000000000000e+01,8.600000000000000000e+01
8.529999999999999716e+01,7.600000000000000000e+01,8.500000000000000000e+01
8.359999999999999432e+01,7.300000000000000000e+01,8.000000000000000000e+01
8.550000000000000000e+01,7.800000000000000000e+01,8.200000000000000000e+01
8.539999999999999147e+01,7.900000000000000000e+01,8.400000000000000000e+01
8.640000000000000568e+01,8.200000000000000000e+01,8.200000000000000000e+01
8.439999999999999147e+01,7.700000000000000000e+01,8.300000000000000000e+01
8.570000000000000284e+01,7.600000000000000000e+01,7.900000000000000000e+01
8.479999999999999716e+01,7.600000000000000000e+01,8.600000000000000000e+01
8.629999999999999716e+01,8.300000000000000000e+01,8.300000000000000000e+01
8.629999999999999716e+01,8.200000000000000000e+01,8.000000000000000000e+01
8.559999999999999432e+01,8.400000000000000000e+01,8.400000000000000000e+01
8.650000000000000000e+01,7.700000000000000000e+01,8.000000000000000000e+01
8.640000000000000568e+01,7.800000000000000000e+01,8.300000000000000000e+01
8.579999999999999716e+01,8.000000000000000000e+01,8.600000000000000000e+01
8.479999999999999716e+01,7.700000000000000000e+01,8.300000000000000000e+01
8.470000000000000284e+01,8.100000000000000000e+01,8.600000000000000000e+01
8.770000000000000284e+01,8.200000000000000000e+01,8.500000000000000000e+01
8.570000000000000284e+01,7.600000000000000000e+01,8.700000000000000000e+01
8.600000000000000000e+01,8.300000000000000000e+01,8.500000000000000000e+01
