train,valid,ood
9.589999999999999147e+01,7.600000000000000000e+01,5.959999999999999432e+01
9.529999999999999716e+01,7.320000000000000284e+01,5.879999999999999716e+01
9.589999999999999147e+01,7.720000000000000284e+01,6.679999999999999716e+01
9.589999999999999147e+01,7.679999999999999716e+01,6.640000000000000568e+01
9.600000000000000000e+01,7.479999999999999716e+01,6.640000000000000568e+01
9.559999999999999432e+01,7.600000000000000000e+01,6.360000000000000142e+01
9.479999999999999716e+01,7.679999999999999716e+01,6.000000000000000000e+01
9.550000000000000000e+01,7.359999999999999432e+01,6.360000000000000142e+01
9.439999999999999147e+01,7.760000000000000853e+01,6.840000000000000568e+01
9.570000000000000284e+01,7.720000000000000284e+01,6.200000000000000000e+01
9.539999999999999147e+01,7.800000000000000000e+01,6.160000000000000142e+01
9.500000000000000000e+01,7.479999999999999716e+01,6.520000000000000284e+01
9.550000000000000000e+01,7.479999999999999716e+01,6.360000000000000142e+01
9.559999999999999432e+01,7.760000000000000853e+01,5.799999999999999289e+01
9.600000000000000000e+01,7.800000000000000000e+01,6.440000000000000568e+01
9.379999999999999716e+01,7.760000000000000853e+01,6.119999999999999574e+01
9.550000000000000000e+01,7.520000000000000284e+01,6.879999999999999716e+01
9.479999999999999716e+01,7.760000000000000853e+01,5.360000000000000142e+01
9.550000000000000000e+01,7.479999999999999716e+01,6.679999999999999716e+01
9.459999999999999432e+01,7.679999999999999716e+01,6.520000000000000284e+01
9.409999999999999432e+01,7.520000000000000284e+01,5.919999999999999574e+01
9.600000000000000000e+01,7.600000000000000000e+01,6.400000000000000000e+01
9.489999999999999147e+01,7.559999999999999432e+01,6.440000000000000568e+01
9.489999999999999147e+01,7.800000000000000000e+01,6.560000000000000853e+01
9.539999999999999147e+01,7.879999999999999716e+01,6.440000000000000568e+01
9.559999999999999432e+01,7.440000000000000568e+01,5.639999999999999147e+01
9.330000000000001137e+01,7.600000000000000000e+01,5.719999999999999574e+01
9.620000000000000284e+01,7.400000000000000000e+01,5.879999999999999716e+01
9.639999999999999147e+01,7.760000000000000853e+01,6.640000000000000568e+01
9.429999999999999716e+01,7.600000000000000000e+01,6.720000000000000284e+01
9.429999999999999716e+01,7.600000000000000000e+01,6.840000000000000568e+01
