valid,train,ood
0.75,0.8360000252723694,0.8600000143051147
0.7799999713897705,0.8349999785423279,0.8999999761581421
0.8299999833106995,0.9269999861717224,0.8999999761581421
0.8100000023841858,0.9200000166893005,0.9399999976158142
0.8299999833106995,0.9580000042915344,0.8899999856948853
0.8299999833106995,0.9580000042915344,0.7300000190734863
0.8700000047683716,0.9639999866485596,0.8500000238418579
0.8700000047683716,0.9729999899864197,0.9200000166893005
0.8700000047683716,0.9810000061988831,0.9300000071525574
0.9100000262260437,0.9869999885559082,0.9599999785423279
