valid,train,ood
0.7799999713897705,0.9200000166893005,0.8299999833106995
0.9399999976158142,0.9850000143051147,0.8999999761581421
0.9200000166893005,0.9950000047683716,0.8899999856948853
0.9200000166893005,1.0,0.8999999761581421
0.9599999785423279,1.0,0.8949999809265137
0.9399999976158142,1.0,0.8799999952316284
0.9399999976158142,1.0,0.875
0.9399999976158142,1.0,0.875
0.9399999976158142,1.0,0.8700000047683716
0.9399999976158142,1.0,0.8700000047683716
0.9399999976158142,1.0,0.8700000047683716
0.9399999976158142,1.0,0.8700000047683716
