valid,train,ood
0.8500000238418579,0.875,0.8700000047683716
0.8299999833106995,0.8479999899864197,0.8899999856948853
0.949999988079071,0.9810000061988831,0.8899999856948853
0.9599999785423279,0.9829999804496765,0.8899999856948853
0.9700000286102295,0.9890000224113464,0.9200000166893005
