valid,train,ood
0.9599999785423279,0.9800000190734863,0.7400000095367432
0.8799999952316284,0.9750000238418579,0.800000011920929
1.0,0.9950000047683716,0.7400000095367432
0.9599999785423279,0.9900000095367432,0.7599999904632568
0.9800000190734863,1.0,0.699999988079071
0.9599999785423279,0.9950000047683716,0.699999988079071
0.9399999976158142,1.0,0.800000011920929
0.9599999785423279,1.0,0.8199999928474426
0.9800000190734863,1.0,0.8399999737739563
0.9399999976158142,1.0,0.8999999761581421
0.9399999976158142,1.0,0.8999999761581421
0.9399999976158142,1.0,0.8999999761581421
0.9399999976158142,1.0,0.8999999761581421
0.9399999976158142,1.0,0.8600000143051147
0.9399999976158142,1.0,0.8999999761581421
