valid,train,ood
0.7400000095367432,0.8199999928474426,0.75
0.699999988079071,0.8399999737739563,0.7300000190734863
0.7599999904632568,0.8550000190734863,0.7200000286102295
0.7699999809265137,0.8849999904632568,0.7900000214576721
0.7699999809265137,0.8999999761581421,0.8700000047683716
0.8299999833106995,0.9599999785423279,0.8600000143051147
0.8100000023841858,0.9649999737739563,0.8899999856948853
0.8199999928474426,0.9800000190734863,0.8700000047683716
0.7799999713897705,0.8949999809265137,0.6800000071525574
0.8299999833106995,0.9900000095367432,0.800000011920929
