valid,train,ood
0.8600000143051147,0.8199999928474426,0.9300000071525574
0.8600000143051147,0.8270000219345093,0.7699999809265137
0.8799999952316284,0.8259999752044678,0.699999988079071
0.8600000143051147,0.8410000205039978,0.6899999976158142
0.8799999952316284,0.8460000157356262,0.75
0.8500000238418579,0.847000002861023,0.8700000047683716
0.8799999952316284,0.8410000205039978,0.7900000214576721
0.8299999833106995,0.8399999737739563,0.6499999761581421
0.8899999856948853,0.8450000286102295,0.8799999952316284
0.8600000143051147,0.8289999961853027,0.9399999976158142
