valid,train,ood
0.800000011920929,0.875,0.7799999713897705
0.8899999856948853,0.8600000143051147,0.9399999976158142
0.8700000047683716,0.875,0.9599999785423279
0.8100000023841858,0.8450000286102295,0.75
0.8799999952316284,0.8899999856948853,0.949999988079071
0.7900000214576721,0.824999988079071,0.9399999976158142
0.8799999952316284,0.8899999856948853,0.9300000071525574
0.8500000238418579,0.8999999761581421,0.8100000023841858
0.8600000143051147,0.8899999856948853,0.9100000262260437
0.8700000047683716,0.8849999904632568,0.8999999761581421
