valid,train,ood
0.5199999809265137,0.6650000214576721,0.5699999928474426
0.6399999856948853,0.7250000238418579,0.5799999833106995
0.6899999976158142,0.8600000143051147,0.7099999785423279
0.7599999904632568,0.8949999809265137,0.6800000071525574
0.699999988079071,0.8849999904632568,0.6600000262260437
0.7200000286102295,0.9850000143051147,0.7300000190734863
0.7200000286102295,0.9700000286102295,0.7300000190734863
0.7300000190734863,0.9900000095367432,0.7300000190734863
0.7099999785423279,1.0,0.6800000071525574
0.7400000095367432,0.9750000238418579,0.7099999785423279
